{'短评内容': '可以', '短评打分': 5}
{'短评内容': '第二次入住，挺好。', '短评打分': 5}
{'短评内容': '还不错，。。。。', '短评打分': 5}
{'短评内容': '家庭房床挺大，停车场很方便', '短评打分': 5}
{'短评内容': '酒店位置很好，早餐一般而且结束的比较早。', '短评打分': 5}
{'短评内容': '有些不舒服?丢了房卡扣了100块！有种霸王扣款的感觉！提前也没有说丢了房卡100块。', '短评打分': 2}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '还可以吧，具体不练了这是干嘛用的', '短评打分': 5}
{'短评内容': '房间设施很好，有停车场很方便！', '短评打分': 5}
{'短评内容': '还不错，位置在省府附近，房间还算可以', '短评打分': 4}
{'短评内容': '比较隐蔽，大厅在四楼', '短评打分': 4}
{'短评内容': '房间够大，适合商务人士入住，比较安静，不足之处就是前台办事效率低，卫生间小了一点，客房服务有所欠缺，整体感觉满意！', '短评打分': 5}
{'短评内容': '房间够大，适合商务人士入住，比较安静，不足之处就是前台办事效率低，卫生间小了一点，客房服务有所欠缺，整体感觉满意！', '短评打分': 5}
{'短评内容': '还可以啦，用品，设备设施差点，有些该有的但没有。没有浴袍，洗澡用拖鞋。小沙发只有一只。', '短评打分': 5}
{'短评内容': '很不错的。', '短评打分': 5}
{'短评内容': '满意，服务很好', '短评打分': 5}
{'短评内容': '还好还好', '短评打分': 4}
{'短评内容': '帮朋友订的，据说服务很好。', '短评打分': 5}
