{'短评内容': '可以', '短评打分': 5}
{'短评内容': '位置很好，就是有点旧了', '短评打分': 4}
{'短评内容': '早餐还可以，只是这次这个房间，各种设施只能呵呵了！', '短评打分': 3}
{'短评内容': '太差了，就是青年旅舍，', '短评打分': 2}
{'短评内容': '很棒', '短评打分': 5}
{'短评内容': 'good,good,good,good,good,good,good,good,good,good,good', '短评打分': 4}
{'短评内容': '满意，下次还会入住', '短评打分': 4}
{'短评内容': '房间比我相像差，房间没配备椅子不方便', '短评打分': 3}
{'短评内容': '房间够宽敞。 设备老化。 热水基本不热。 房间太冷了。 天冷了。不建议入住', '短评打分': 3}
{'短评内容': '酒店一般', '短评打分': 3}
{'短评内容': '设施陈旧老化舒适度一般', '短评打分': 3}
{'短评内容': '对于等火车座客车的人非常方便，虽然从新翻修但毕竟是老房子了室内设施比较陈旧。', '短评打分': 3}
{'短评内容': '还好，不错，下次还会去', '短评打分': 3}
{'短评内容': '在火车站对面位置很，好房间不错。早餐一般', '短评打分': 3}
{'短评内容': '非常好，服务态度和蔼', '短评打分': 3}
{'短评内容': '已经是几次入住，环境相对安静，里面的设施尚好，下次还会考虑光临', '短评打分': 5}
{'短评内容': '除了网速快……基本没别的忧点……\n房间里的淋浴水小的可怜\n难道有洗浴部就不管房间里设施了？？', '短评打分': 1}
{'短评内容': '早餐不错，环境很安静。就是硬件比较陈旧，床单、枕套洗完了还是很脏。', '短评打分': 5}
{'短评内容': '装修略显过时  其他都挺好的   免费的早餐也不错的', '短评打分': 5}
{'短评内容': '距离火车站只有100米，特别适合在齐齐哈尔中转路过的朋友。', '短评打分': 5}
{'短评内容': '优点就是离火车站挺近的，酒店内设施太旧，尤其是单人间差到极点了，还不如小旅店，建议别住', '短评打分': 1}
