{'短评内容': '可以', '短评打分': 4}
{'短评内容': '可以', '短评打分': 5}
{'短评内容': '很差.类似旅馆', '短评打分': 3}
{'短评内容': '一般般，老酒店，结构特殊', '短评打分': 3}
{'短评内容': '房间冷，地毯特别脏，有异味，床单被罩都很脏服务差，早餐简直不能吃', '短评打分': 1}
{'短评内容': '一般', '短评打分': 2}
{'短评内容': '不错哦', '短评打分': 5}
{'短评内容': '总体感觉不错，房间宽敞、干净。喜欢泡澡的更应该试一试。感觉服务不太规范。', '短评打分': 5}
{'短评内容': '这家酒店还是很不错的，价格也不贵\n卫生间也足够大', '短评打分': 5}
{'短评内容': '还行，性价比还照。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店不错，房间很大，性价比很高。', '短评打分': 3}
{'短评内容': '环境还可以，早餐不错，服务态度相对不错，交通方便，值得推荐!', '短评打分': 5}
{'短评内容': '替朋友定的，朋友说还可以、不知道情况怎么样，准备问问朋友，也许还可以吧~好像是3星级的。', '短评打分': 5}
{'短评内容': '酒店干净,内部装修也可以,以后去还是会住的.', '短评打分': 5}
{'短评内容': '房间灰尘多，早餐一般，环境还好，交通比较方便', '短评打分': 5}
{'短评内容': ' 还可以。', '短评打分': 3}
{'短评内容': '酒店服务人员的态度需要改进，酒店硬件设施还不错，床单和毛巾质量可以提高些，自助餐可以多些西式的食品。', '短评打分': 5}
