{'短评内容': '可以', '短评打分': 5}
{'短评内容': '没早餐显得性价比就不高了！位置还算方便', '短评打分': 4}
{'短评内容': '这个酒店环境超级差，设施特别简陋，毛巾脏得无法形容，唯一欣慰点的就是附近吃饭的地方的蛮多，吃东西比较方便', '短评打分': 3}
{'短评内容': '一般般', '短评打分': 4}
{'短评内容': '性价比高，环境好，出行便利', '短评打分': 5}
{'短评内容': '酒店环境不错，携程保险有点坑爹', '短评打分': 5}
{'短评内容': '装修风格独特，手动点赞', '短评打分': 5}
{'短评内容': '环境很好，交通便利，周围超市大排挡', '短评打分': 5}
{'短评内容': '环境不错，房间很大，物有所值', '短评打分': 5}
{'短评内容': '临街很吵，房间地板都烂了，淋浴水量倒是很大，早餐能吃饱，前台服务态度很好。', '短评打分': 3}
{'短评内容': '总体还可以，就是位置偏', '短评打分': 3}
{'短评内容': '前台服务还行，其他都感觉很差。', '短评打分': 1}
{'短评内容': '环境不错。交通便利 房间舒适', '短评打分': 5}
{'短评内容': '环境不错。交通便利 房间舒适', '短评打分': 5}
{'短评内容': '环境不错。交通便利 房间舒适', '短评打分': 5}
{'短评内容': '房间三星标准，早餐如家标准。这个也过得去，就是第二天全身过敏，估计床品有问题。', '短评打分': 1}
{'短评内容': '酒店设施很新，装修档次也不错，最好的是卫生间，淋浴间很大，水很舒服，入住348元套间，房间很大，值得推荐。', '短评打分': 5}
{'短评内容': ':房间是新装修的，干净舒适，交通比较便利，就是早餐实在不敢恭维，只有包子稀饭炒饭和炒面。可以免费市话。要求不高的朋友，可以参考。', '短评打分': 3}
{'短评内容': '酒店的房间不错，空调的效果很好，只不过早餐很一般，酒店旁边有一个卖牛肉面的做的很好吃，还会入住', '短评打分': 5}
