{'短评内容': '可以', '短评打分': 4}
{'短评内容': '酒店服务还是很不错的，房间缺少的阿姨会马上给你补齐，淋浴是大喷头的，洗澡时很舒服。晚上睡觉还是很安静的，周边环境很热闹，各种小饭店和小吃，交通也方便，挺适合来芜湖旅行的朋友。唯一的就是不提供早餐，需自行解决。', '短评打分': 5}
{'短评内容': '不知是什么原因，设施都太旧了', '短评打分': 2}
{'短评内容': '感觉不好，我在艺龙预定的，房间小的要死，还要120，也是呵呵了。。。。', '短评打分': 3}
{'短评内容': '一般般', '短评打分': 4}
{'短评内容': '还行', '短评打分': 4}
{'短评内容': '位置挺好，卫生也不错，就是前台晚上叫不到人。', '短评打分': 3}
{'短评内容': '进门16面镜子 马桶坏的 被子血迹 刷卡麻烦', '短评打分': 2}
{'短评内容': '酒店管理混乱，找不到订单。前台，餐厅服务差，是不是感觉自己是品牌酒店。过去听说同庆楼是芜湖有名的酒店，没有想到，如此有名的酒店是这个样子，真让人无语。酒店员工的行为如同国企，不要认为自己有名就可以降低服务水平，长期下去，你的品牌就会一钱不值。', '短评打分': 1}
{'短评内容': '房间如同99连锁，格局不错，送早餐其实就是送5元代金券，在餐厅连买杯豆浆都不够，早上八点不到就停电了！ \n', '短评打分': 1}
{'短评内容': '环境不错，性价比很高， 非常干净，服务态度很好。下次还会光临', '短评打分': 5}
