{'短评内容': '可以', '短评打分': 5}
{'短评内容': '总体感觉还不错', '短评打分': 5}
{'短评内容': '外观看着还可以，在老城区，车只能停路边，旁边有加油站，房间还过得去，窗外是堵墙。只是正在装修，气味有点难闻', '短评打分': 4}
{'短评内容': '大概是网上定的原因给了一间很偏的房间，刚进门迎面而来一股臭气，马桶圈也是歪的，房间卫生也没打扫干净 有上个客人用过的餐巾纸，还有奇怪的液体，窗外有个废弃的阳台，是几个客房一起共用的，说实话不安全，像拖鞋牙刷放的也比较隐蔽，第二天早上退房才发现有。天花板也有点脱落了，不建议入住，空调也是坏的，开了暖风30也丝毫不暖，厕所必须把门关上才稍微好一点，体验下来非常差，再也不想来这里旅游了。', '短评打分': 2}
{'短评内容': '干净，请静，服务好！', '短评打分': 5}
{'短评内容': '很好，下次还住这个酒店，卫生很干净。', '短评打分': 4}
{'短评内容': '酒店环境还是挺不错滴，出行吃饭方便，服务热情！', '短评打分': 3}
{'短评内容': '空间超大，设施老，有股霉味！', '短评打分': 3}
{'短评内容': '空间超大，设施有点老，有股霉味！', '短评打分': 3}
{'短评内容': '空间超大，就是设施有点老，有点霉味！', '短评打分': 3}
{'短评内容': '不怎么好，有点脏', '短评打分': 3}
{'短评内容': '环境一般', '短评打分': 4}
{'短评内容': '早上离店要发票，宾馆说还多交税点，不然开不了发票，真坑爹呀。', '短评打分': 3}
{'短评内容': '挺好的 除了设施旧一点都很好 很干净', '短评打分': 5}
