{'短评内容': '可以', '短评打分': 5}
{'短评内容': 'a栋有电梯还不错，b栋没有电梯价格相对比较便宜，应该是小区改造的，有一些住户，里面还是比较安静，住低点的楼层吧', '短评打分': 5}
{'短评内容': '各方面感觉还不错吧', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '设施设备完善 价格合理', '短评打分': 4}
{'短评内容': '感觉很好。', '短评打分': 5}
{'短评内容': '特别好的房间', '短评打分': 5}
{'短评内容': '环境很好，性价比很高', '短评打分': 5}
{'短评内容': '洗澡的太差劲了', '短评打分': 2}
{'短评内容': '还行吧，门外就是公交站', '短评打分': 4}
{'短评内容': '马马虎虎，要求不高的可以住，卫生间不行像火车上的卫生间，早餐是煮糊的粥水，卫生还可以', '短评打分': 4}
{'短评内容': '环境不错，老板人也很好，但是被子有点味，希望之后改进', '短评打分': 4}
{'短评内容': '很不错的酒店 很值得推荐给朋友  卫生好 服务态度好', '短评打分': 5}
