{'短评内容': '可以', '短评打分': 5}
{'短评内容': '环境挺好，屋里挺暖和的', '短评打分': 5}
{'短评内容': '很干净，服务态度很好，离火车站很近，交通方便。', '短评打分': 5}
{'短评内容': '出差路过。房间紧凑，隔音效果欠佳，热水上得较慢。距离沈阳火车站东站非常近，过了横道就是。总体来说，还是物有所值！', '短评打分': 5}
{'短评内容': '还好，就是房间小。', '短评打分': 3}
{'短评内容': '离沈阳站近，出行方便，前台接待很热情。', '短评打分': 5}
{'短评内容': '房间里有点烟味', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '商务出行，环境挺好的，价格也合适！', '短评打分': 5}
{'短评内容': '太小了', '短评打分': 4}
{'短评内容': '地理位置很方便，很干净，适合坐火车', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '一直很希望', '短评打分': 5}
{'短评内容': '一开始问说预订之后4个小时才能入住，然后就要我办会员，后来预订完了不到半小时就可以住，对于这服务，我也是醉了', '短评打分': 2}
{'短评内容': '还行吧，有点老了，靠马路的房间有点吵', '短评打分': 4}
{'短评内容': '连锁酒店，都差不多，还好', '短评打分': 3}
{'短评内容': '只住了一晚，离火车站很近，房间设施和所有如家一样很齐全。但是卫生太差了，地根本不拖不扫吧！床单上有类似腋毛之类的弯弯的毛很恶心，怀疑是否换床单。。唉，即使火车站客流量大但是最基本的卫生也应该注意下吧？？？太脏了也不好吧', '短评打分': 2}
{'短评内容': '每次来都入住，感觉还可以吧。近，真是很近。不足就是洗手间地漏不顺畅。', '短评打分': 5}
{'短评内容': '离沈阳站很近，打车吃饭都很方便，也不是很吵，下次还来', '短评打分': 5}
{'短评内容': '地点很好  只是这次赶上“2012”沈阳站东门关了    绕到西边得20多分    但能有地方住也不错了    我凌晨到的时候好多人在大厅待着   都是沈阳站滞留的    这次旅途比较激情  （店的位置不错   服务人员态度很好    推荐）', '短评打分': 5}
{'短评内容': '出火车站就可以看见，十分方便。我喜欢它的枕头，和舒服。', '短评打分': 5}
{'短评内容': '/来沈阳三天觉得这的人非常热情，今天住处换到火车站旁的如家宾馆更是非常满意，房间很干净，并且还有香味，good！以后出外就选如家。', '短评打分': 3}
{'短评内容': '很好的一家如家，设备新又全！早餐品种再多点就完美了！', '短评打分': 5}
{'短评内容': '酒店很干净，离火车站近，出门就是，值得推荐', '短评打分': 5}
{'短评内容': '很干净，地理位置好，出了火车站就是，方便', '短评打分': 5}
{'短评内容': '离沈阳站非常近，很方便，楼下有很多快餐店。非常干净，卫生条件绝对一流。', '短评打分': 5}
{'短评内容': '好吵。外面整夜都有车来车往的，根本睡不着。而且房间较小，也可能是标准间放两张床本来就比较拥挤吧。', '短评打分': 1}
{'短评内容': '总体还是可以，服务态度比较号，会主动给客人打招呼，不足的就是边上火车站。还有靠近马路，比较吵！', '短评打分': 5}
