{'短评内容': '可以', '短评打分': 5}
{'短评内容': '没有上次的好，这次的太小了，真的很不满意。', '短评打分': 1}
{'短评内容': '相当不错，', '短评打分': 5}
{'短评内容': '位置比较偏一点，但是房间还算可以', '短评打分': 4}
{'短评内容': '过得去', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '干净、价格合理！', '短评打分': 5}
{'短评内容': '挺好的。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '还可以，就是空调太小了，好久都没有把温度降下来。', '短评打分': 5}
{'短评内容': '这个酒店很好，干净，隔音好，住着舒服。', '短评打分': 5}
{'短评内容': '房价还不错', '短评打分': 4}
{'短评内容': '    一般吧，在东莞这么偏僻的地方，还算是不错的。比较干净，服务还行。', '短评打分': 4}
{'短评内容': '需要什么都得加收人民币', '短评打分': 2}
{'短评内容': '酒店周边环境一般，酒店房间设施还不错，装修还算比较新，就是浴室下水道排水有点慢', '短评打分': 5}
{'短评内容': '简单舒适！', '短评打分': 5}
{'短评内容': '好容易进来了，房间简单，但还挺干净！', '短评打分': 5}
{'短评内容': '还不错，服务好，设备齐全。', '短评打分': 3}
{'短评内容': '一如既往，就这个样，，，，', '短评打分': 3}
