{'短评内容': '可以', '短评打分': 5}
{'短评内容': '我喜欢这个房间的设施', '短评打分': 5}
{'短评内容': '还好', '短评打分': 5}
{'短评内容': '一个晚上都连不上wifi，一台水果一台安卓都连不上', '短评打分': 4}
{'短评内容': '一般般', '短评打分': 2}
{'短评内容': '环境不错，交通便利。上次还有幸看到了学校的学生在酒店搞COSPLAY。', '短评打分': 4}
{'短评内容': '服务态度差，老板抠门发票过期不给换', '短评打分': 1}
{'短评内容': '还是去突突突突小心翼翼', '短评打分': 3}
{'短评内容': '环境都不错，出行方便。服务质量高。', '短评打分': 5}
{'短评内容': '一般般，太绕了，房间小，卫生也不是很好。。。', '短评打分': 2}
{'短评内容': '里具体来讲楼梯看记录路图片剧情简介', '短评打分': 3}
{'短评内容': '房间很大，交通方便环境不错', '短评打分': 3}
{'短评内容': '房间小，服务不完善，无早餐区，关键是插座设计太不合理，很远才有，桌子上竟然没有。', '短评打分': 3}
