{'短评内容': '可以', '短评打分': 5}
{'短评内容': '一如既往支持京东.突然发现出差也可以依赖他', '短评打分': 5}
{'短评内容': '还可以，就是没早餐', '短评打分': 5}
{'短评内容': '性价比高，停车不太方便', '短评打分': 5}
{'短评内容': '不好！态度不好', '短评打分': 5}
{'短评内容': '挺好的 比较便宜', '短评打分': 5}
{'短评内容': '发血常规v吃愁更愁', '短评打分': 4}
{'短评内容': '酒店位置还是不错的，有停车场，但是较小，停不了太多车。周围吃饭，公交，也还是方便。房间中规中距，没有太好也不太差。', '短评打分': 4}
{'短评内容': '好好好好好', '短评打分': 5}
{'短评内容': '非常不错，服务员人很好。', '短评打分': 5}
{'短评内容': '酒店内部环境还是极好的，服务还行 ，主要是房子够大，设施非常齐全，唯一美中不足的是房间的WiFi信号不好，看电视有延迟。', '短评打分': 5}
{'短评内容': '房间很大。前台小姐很好。水的压力很足。 价格也很低。总体很满意   下次来泸州还住此酒店。不错。继续 ', '短评打分': 5}
{'短评内容': '下午出来让搞下卫生   晚上回来也没有搞  很失望……    前台服务挺好！', '短评打分': 4}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '一般般', '短评打分': 3}
{'短评内容': '还可以', '短评打分': 4}
{'短评内容': '好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好', '短评打分': 3}
{'短评内容': '酒店房间环境多干净的，就是挨着街道有点吵，服务挺热情的，交通也方便，还不错。', '短评打分': 3}
{'短评内容': '方便坐车，但是周边环境不好，吃饭也没地方', '短评打分': 5}
{'短评内容': '酒店位置不错，房间有味道，临街吵', '短评打分': 3}
{'短评内容': '挺安静的，环境不错，主要是离吃麻辣烫的地方很近，喜欢吃麻辣烫的同学可以一试。', '短评打分': 5}
{'短评内容': '就在小市车站边上，如果要在此乘车挺方便。但是周围比较嘈杂，而且没什么吃饭的地方，酒店也不提供早餐。吃饭是个问题，酒店设施还不错，睡觉和冲凉都挺好。', '短评打分': 5}
