{'短评内容': '可以', '短评打分': 5}
{'短评内容': '房间卫生很干净', '短评打分': 5}
{'短评内容': '回头客了，每一次回来都住这里', '短评打分': 5}
{'短评内容': '环境一般，离火车站近，有点吵', '短评打分': 3}
{'短评内容': '太脏了酒店，床单都是脏的', '短评打分': 1}
{'短评内容': '房间还比较好。干净，酒店服务人员也很好，住宿环境好，位置佳', '短评打分': 5}
{'短评内容': '这个酒店的卫生环境不好，马桶脏的很，洗浴用品很差', '短评打分': 5}
{'短评内容': '酒店有些老旧，装修看起来有好多年了，其他的都挺好的，', '短评打分': 5}
{'短评内容': '不错，就是感觉设施有点陈旧了！其他都好！', '短评打分': 5}
{'短评内容': '离怀化火车票很近，走路2分钟即可到达，三星标准，OTA订房价格实惠，房间明亮卫生，性价比高。', '短评打分': 5}
{'短评内容': '可以可以可以', '短评打分': 5}
{'短评内容': '方便的交通方便的。。环境很好的', '短评打分': 5}
{'短评内容': '房间设施太陈旧.不值这个价钱.住过最烂的一个了差评：', '短评打分': 2}
{'短评内容': '还可以吧！！！！！！！', '短评打分': 5}
{'短评内容': '可以', '短评打分': 5}
{'短评内容': '很干净', '短评打分': 5}
{'短评内容': '还不错。', '短评打分': 5}
{'短评内容': '服务差、卫生差、设备差、酒店环境差、评4分', '短评打分': 2}
{'短评内容': '比较方便', '短评打分': 3}
{'短评内容': '挺好的', '短评打分': 5}
{'短评内容': '交通位置还行，服务设施都一般般，不过周围吃的还是多，有当地特色。交通中转的可以选择这个酒店，我推荐！', '短评打分': 3}
{'短评内容': '性价比高。', '短评打分': 5}
{'短评内容': '早餐也很好，自助早餐很丰盛，离车站只有100米，很好的便利交通！好评！', '短评打分': 5}
{'短评内容': '连续入住，环境非常不错，服务人员很热情！卫生处理的也很及时！', '短评打分': 5}
{'短评内容': '凌晨入住，办理非常的快，很好的一次入住！', '短评打分': 5}
{'短评内容': '物有所值，周边方便，离火车站近！', '短评打分': 5}
{'短评内容': '坏境不错,价格实惠，就在火车站边上交通方便', '短评打分': 5}
{'短评内容': '离火车站太近，晚上外面灯光太亮，酒店一般吧，比较老了，设施比较陈旧', '短评打分': 5}
{'短评内容': '每年回老家过年都会住这里，不过现在有点老旧了。', '短评打分': 5}
{'短评内容': '虽然酒店大楼外观比较陈旧 但是里面的设施还有清洁度都还蛮不错的 就是房间小了一点', '短评打分': 5}
{'短评内容': '酒店很好，想到与外面的四星，很值！', '短评打分': 3}
{'短评内容': '地理位置靠近火车站，交通还是挺方便的！服务还不错！', '短评打分': 5}
{'短评内容': '酒店设施相对简单，价格有点偏高，只是刚好出差方便。。。。。。', '短评打分': 5}
{'短评内容': '二楼可用餐，方便，整体感觉还可以！！！！！！！！', '短评打分': 5}
{'短评内容': '服务基本上好,可房间有些问题:灯开关坏了,墙壁有莓印.最讨厌的是因为酒店靠近火车站所以很吵,你徒安静就不要住这里!', '短评打分': 3}
{'短评内容': '可以，比想像的好很多，本以为火车站附近比较乱，住下后发现这里很有秩序。卫生条件服务态度等都不错。', '短评打分': 5}
{'短评内容': '很一般，在修路，酒店很老。价格也不便宜啊', '短评打分': 1}
{'短评内容': '怀化大酒店非常不错', '短评打分': 3}
{'短评内容': '住过几次，比较方便的地方就是坐完火车后，下车就可以入住。你觉得方便啵？我是觉得有蛮方便。所以建议大家可以试试，至于条件，还可以住得下去咯。', '短评打分': 5}
{'短评内容': '房间很小，很旧，有霉味', '短评打分': 3}
{'短评内容': '环境还可以，就是服务不是太到位，我住的这间房间，电脑显示屏好象坏了，一眨一眨的，最好是更换下，眼睛看着很难受', '短评打分': 5}
{'短评内容': '好！', '短评打分': 3}
{'短评内容': '酒店位置佳，但是嘈音大，卫生一般，走廊烟味很大，最可笑的是听说过宁波大学简称波大，没有听说过怀化大酒店简称怀大的。', '短评打分': 5}
{'短评内容': '一下火车就能到的酒店，没特色，就是为了方便', '短评打分': 5}
{'短评内容': '位置很好，就在火车站旁边，毛巾旧了点，还算干净，隔音也还好啦，三星级酒店才100多元，还送双早，很实惠了！', '短评打分': 5}
{'短评内容': '在怀化这样的地方算是不错的酒店了。离火车站很近，有点吵。早餐还不错', '短评打分': 5}
