{'短评内容': '可以', '短评打分': 5}
{'短评内容': '住的挺好的，就是早餐没有什么好吃的', '短评打分': 5}
{'短评内容': '酒店餐厅都没有的，还说有饭吃，鬼影都不见一个，尼玛', '短评打分': 1}
{'短评内容': '感觉快关门歇业了', '短评打分': 2}
{'短评内容': '酒店还可以，就是台风天比较尴尬，吃饭要出去外面几公里的镇上吃，比较好', '短评打分': 5}
{'短评内容': '台风天气过来，整个酒店好像就被我们2个人包场了', '短评打分': 5}
{'短评内容': '满意，孩子喜欢', '短评打分': 5}
{'短评内容': '酒店规模大，温泉池很多(据说达58个)，泡温泉环境还不错。就是酒店设施比较旧了，酒店自助早餐选择少，出品很一般。', '短评打分': 3}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '感觉一般般，可能是假期吧！', '短评打分': 3}
{'短评内容': '很一般很一般很一般很一般很一般很一般很一般很一般很一般很一般很一般很一般很一般很一般很一般很一般很一般很一般很一般很一般', '短评打分': 4}
{'短评内容': '房间门卡老是打不开门，换了房还是要开很多次才行，房间比较陈旧，墙纸上还有很多霉点，早上自助餐没有东西吃，只有馒头、炒饭、炒米粉、稀饭、青菜、玉米和榨菜，连个煮鸡蛋都没有。温泉还是很干净舒适，但也有很多其他温泉和设施不开放，总体感觉不是很好，不知是否淡季的原因', '短评打分': 3}
{'短评内容': '汇了钱都查不到', '短评打分': 2}
{'短评内容': '酒店硬件设施有点老旧，温泉挺不错的，总体还可以', '短评打分': 4}
{'短评内容': '很好！很干净！', '短评打分': 5}
{'短评内容': '酒店设备比较陈旧', '短评打分': 2}
{'短评内容': '酒店设施陈旧，卫生差。温泉前台服务人员态度极差。别墅房间喷头连水都没有。', '短评打分': 1}
{'短评内容': '还行......................', '短评打分': 5}
{'短评内容': '这是一家已有年份的五星级酒店，说是五星级，但是否达到五星级的硬件和服务标准，还真是见仁见智了。我们住的是别墅房，环境还可以，绿树围绕，很安静，空气对流不错，就是住进去的时候，让你来找问题。房间打扫不细致，入住后发现楼道里面还有垃圾，有2个房间的空调是坏的，衣柜里面的衣架一两个是烂的，毛巾配置少了，需要我们告诉客房服务人员，才恍然大悟。我直接跟酒店的大堂副理说了，你们是五星级酒店，不是让客人来发现问', '短评打分': 1}
{'短评内容': '酒店内环境非常不错，绿化做的非常好。总体上是非常满意的，下次有机会还会考虑阳江温泉度假村！', '短评打分': 5}
{'短评内容': '总体还不错。别墅的房间太小了，个别房间的墙体有些发霉。服务员太少了，叫打扫房间等了一个小时。', '短评打分': 5}
{'短评内容': '温泉水温太高，天气热了不敢久泡哦。不过好像不是无限次泡温泉哦，只是发了一张温泉券而已。\n设置比较陈旧了，凳子一坐都凹陷下去了，下了一跳。\n比起五星级的环境的，维护差了很多。不过要求不太高的话，干净卫生还是过得去吧。环境还是很美的。', '短评打分': 5}
{'短评内容': '温泉还ok，只是出去宵夜不太行，这也是度假村的不足之处，反正酒店和温泉总体都蛮好的！', '短评打分': 5}
{'短评内容': '渡假类型的酒店，环境好，空气也不错，大氧吧.舒适度很高.', '短评打分': 5}
{'短评内容': '性价比很高，条件也不错，客房干净整洁，住着舒服且踏实.', '短评打分': 5}
{'短评内容': '来这里主要是泡温泉，很不错，而且环境也好，值得推荐.', '短评打分': 5}
{'短评内容': '5星酒店，条件不错，装修风格也特别好，设施很豪华.住着舒服.', '短评打分': 5}
{'短评内容': '休闲渡假的好去处，环境清新怡人，服务热情周到，比较贴心.', '短评打分': 5}
