{'短评内容': '可以', '短评打分': 5}
{'短评内容': '总体挺不错的，很满意', '短评打分': 5}
{'短评内容': '服务差', '短评打分': 1}
{'短评内容': '环境非常之好，服务也特别好。', '短评打分': 5}
{'短评内容': '有麻将房 吵', '短评打分': 5}
{'短评内容': '还可以的  不错 住了3天了！', '短评打分': 4}
{'短评内容': '还可以，价格也不是很贵！！！！', '短评打分': 5}
{'短评内容': '房间宽敞明亮，干净整洁，住着很舒服', '短评打分': 5}
{'短评内容': '酒店设施一般，可能是开业时间较长，还算是整洁干净，出门方便，周边吃的会比较多。位置蛮好的。装横也可以。', '短评打分': 3}
{'短评内容': '还行，环境，不过服务就一般，门卡还失灵！郁闷', '短评打分': 4}
{'短评内容': '挺好的', '短评打分': 5}
{'短评内容': '周围吃饭的店很多，很方便，房间也干净，满意！', '短评打分': 5}
{'短评内容': '好', '短评打分': 4}
{'短评内容': '好', '短评打分': 4}
{'短评内容': '可以，环境不错，房间不错', '短评打分': 3}
{'短评内容': '正好酒店装修，二楼没有wifi，前台服务有待提高，酒店整体不错的，周围吃饭的比较多，就是位置比较偏僻，距离龙胜地铁站3公里路，距离龙华汽车站4、5公里路，供大家参考。', '短评打分': 4}
{'短评内容': '房间挺好的，就是二楼吵了一点', '短评打分': 3}
{'短评内容': '房间很大。床也很舒服。美中不足地方偏远。隔音效果很是差劲。', '短评打分': 3}
{'短评内容': '欧兰斯酒店很卫生干净。房间又大,床睡上去又舒服,又安静。还有丰富的双早餐。就是停车场还不够大。希望酒店能把停车场再扩大', '短评打分': 3}
{'短评内容': '环境清静，酒店服务非常好。房间门隔音效果不是很好。', '短评打分': 5}
