{'短评内容': '还可以', '短评打分': 4}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '还好', '短评打分': 3}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': 'hao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;', '短评打分': 5}
{'短评内容': '房间还不错，地理位置还可以。价格有些高。', '短评打分': 5}
{'短评内容': '还不错 房间有点小', '短评打分': 3}
{'短评内容': '酒店内部空间似乎不是那么大，而且相比之下，床还挺小的。', '短评打分': 5}
{'短评内容': '酒店外面看上去还是挺新的,但是好像酒店里面就还好了。', '短评打分': 5}
{'短评内容': '房间很小，很挤。味道很重。服务一般，完全不符合四星级的标准。而且酒店人员欺骗客户，不为客户解决问题。', '短评打分': 1}
{'短评内容': '号称是四星的酒店，就没看出来哪像四星了，住店还要收停车费', '短评打分': 1}
{'短评内容': '整体感觉还不错，关键离南站很近，出差很方便', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '还是属于南站附近比较好的酒店，干净，服务周到', '短评打分': 5}
{'短评内容': '真的非常一般  不认为可以达到4星级的水准  硬件方面有待提高 ', '短评打分': 1}
{'短评内容': '因为出差的缘故，就入住靠近火车南站附近的酒店，朋友推荐的，还不错，出入方便，前台服务很好', '短评打分': 5}
{'短评内容': '环境还可以，服务也挺到位。价钱还算合理，就是停车不给力。住店也收停车费', '短评打分': 5}
{'短评内容': '酒店所处位置交通方便，硬件设施不错，服务态度较好。', '短评打分': 5}
{'短评内容': '帮我公司同事订的，应该还不错的吧。呵呵!如果他有反馈消息给我一定和大家分享。', '短评打分': 5}
{'短评内容': '酒店整体还可以，住了两个晚上，第一天住的房间好像空调不好用，晚上睡觉很冷，第二天换了。另外酒店每个房间里有速溶咖啡，我第一天住的房间里没有贴价格，还以为是不要钱的。（因为那个房间还有免费水果,所以以为这个四星级的酒店速溶咖啡也是送的）结果结账时竟要收我18元，理论了一番，帮我去掉了。希望改进！', '短评打分': 5}
{'短评内容': '酒店比较干净整洁,没有气味,价钱也不贵,不错 ', '短评打分': 5}
{'短评内容': '房间总体还行，卫生间瓷砖有损坏，床头灯两个都不亮。', '短评打分': 5}
{'短评内容': '这个酒店外面看起来还是很不错的 进去也算一般 不错房间装修就比如家好一点点而已 不是4星级的样子 只能凑合住 ', '短评打分': 1}
{'短评内容': '住了一晚，感觉嘉登道还行，房间比较干净', '短评打分': 3}
{'短评内容': '早餐还不错，房间比较干净，设施也很新~我是入住的十楼不知道其他楼层怎样，就是大堂没有照片上的华贵 呵呵~总的来说还不错~', '短评打分': 5}
{'短评内容': '还可以啦，设备都不错，网速快，早餐不错，大家可以考虑来住住', '短评打分': 5}
{'短评内容': '吃饭不大好，房间一般。订了个包间吃饭，不打折也罢，桌子杯子都是灰尘，显然N久没人吃饭了。而且不能免费停车。', '短评打分': 1}
{'短评内容': '房间内还算温馨，大堂有些暗', '短评打分': 3}
{'短评内容': '很不错的酒店，给大家推荐哦，只是网线太短，想拉到床上发现不行', '短评打分': 5}
{'短评内容': '房间装修一般，早饭还可以，路段不错，方便出行，停车居然要收费，不爽\n', '短评打分': 5}
{'短评内容': '早餐非常好 客房条件介于三星跟四星之间吧 对于来上海游玩的人 这个位置跟价钱还是不错的', '短评打分': 5}
{'短评内容': '房间还可以，安静舒服，不过档次一般。', '短评打分': 3}
{'短评内容': '帮同事订的，还不错\n环境比较好，性价比还比较高了', '短评打分': 5}
{'短评内容': '=w= 这次的房间还蛮大的。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '帮客户订的.离华东理工大学近.校庆呀.....', '短评打分': 5}
{'短评内容': '环境都还不错喔,挺干净的，服务也还不错，早餐还行', '短评打分': 5}
{'短评内容': '挺不错的呢', '短评打分': 3}
{'短评内容': '紧邻大学，交通购物都很方便！相比来说价格稍微有些偏高！', '短评打分': 5}
{'短评内容': '档次一般，豪华房一点不豪华，所谓的大床房，根本是一般的床，最重要的是：入住酒店停车还要收费，下次不会再入住此酒店', '短评打分': 1}
{'短评内容': '性价比蛮高的一家酒店,而且酒店离市中心很近,出门很方便', '短评打分': 5}
{'短评内容': '酒店地理环境不错,离上海南站很近,出门很方便;第一次入住感觉贵酒店服务很亲切', '短评打分': 5}
{'短评内容': '离理工大学很近，环境不错\n只是酒店价格略贵。早餐太差', '短评打分': 1}
{'短评内容': '房间有一点小，其他还好。凑足20字。凑足20字。', '短评打分': 5}
{'短评内容': '入住14l6房间，谢谢，', '短评打分': 3}
{'短评内容': '房间很小---软硬件都很一般----停车场很简陋--而且还收费---从来没见过这样的4星级酒店！！空调噪音很大--还能再去吗？', '短评打分': 1}
{'短评内容': '感受非常不好---非常陈旧--服务员很冷么----跟4星级酒店极不般配。下次绝对不会住这里---停车场还收费！！！', '短评打分': 1}
{'短评内容': '服务较为周到，但房间内部设施不是最好的。', '短评打分': 3}
{'短评内容': '不错的一家酒店，整体硬件设施都不错，唯一遗憾的就是软件服务，早餐自助餐的档口厨师居然跟客人说没鸡蛋了，可笑之极，可见酒店在员工素质培训上还要下功夫', '短评打分': 5}
{'短评内容': '酒店干净，交通方便。。因为点小差错，前台还给升级了房间。早餐也是一如既往的丰富。下次去上海，还会入住。', '短评打分': 5}
{'短评内容': '应该是上海南站附近相比之下最好的酒店，但性价比并不是很高，近500元的单间，要不是在南站附近，这样的环境很难有人住了。二楼的那家音乐餐厅也实在是一般。', '短评打分': 5}
{'短评内容': '靠上海南站比较近，交通方便，就是房间比较小', '短评打分': 5}
{'短评内容': '一般吧，房间比较小，离火车南站比较近，交通比较方便。', '短评打分': 5}
{'短评内容': '还不错，有待提高的就是早餐，宾馆服务态度不错', '短评打分': 5}
{'短评内容': '还不错，这个地段算是最好的了，服务态度还行，就是早餐单调了点', '短评打分': 5}
{'短评内容': '好。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店服务一般. 房间小.不值这个价钱. 2张床摆得太近. 感觉不太舒服. 个人感觉不符合四星的酒店标准', '短评打分': 1}
{'短评内容': '紧靠华东理工大学的酒店，附近唯一的四星酒店，离上海南站挺近，就是现在南站利用率太低了', '短评打分': 5}
{'短评内容': '靠近上海南站蛮近的，出行还是比较方便；就是附近没什么吃饭的地方，房间还是比较安静的', '短评打分': 5}
{'短评内容': '该洒店设施环境尚可,干净舒适，赠送的菜四莱一汤一点心味道也可口，性价比尚可以', '短评打分': 3}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '酒店不错，挺安静，但就是送房餐单太简单了，还有房间内电话不太好用。', '短评打分': 5}
{'短评内容': '住了N次了，这次的感觉特别不好。早餐简直糟糕透了。入住和结账也比往常慢了很多。总之不会再住。', '短评打分': 1}
{'短评内容': '不错 值得推荐！很舒服，很休闲！下次还会再去。', '短评打分': 5}
{'短评内容': '附近就是华东理工大学，离徐家汇也不远，早餐也比较丰富', '短评打分': 5}
{'短评内容': '房间比较小', '短评打分': 3}
{'短评内容': '总体上还是不错的，但是因为临街，晚上有点吵', '短评打分': 5}
{'短评内容': '本周接连住了两次。这次感觉不是很好。前台那几个年轻的工作人员不是很敬业。我在付账的时候竟然没有人在前台，足足等了好几分钟。希望引起注意，保持良好的职业素养。', '短评打分': 5}
{'短评内容': '交通方便，房间干净。前台服务相对快速。我已经在那里住了N次了，以后还会继续逗留。', '短评打分': 5}
{'短评内容': '酒店位置不错，交通方便，价格公道，下次还会选择', '短评打分': 5}
{'短评内容': '进出都很方便,晚上很安静,景观也漂亮,早餐也丰盛。很好的酒店。', '短评打分': 3}
{'短评内容': '房间比较大，卫生间干净。相关设施不能用，如冰箱，小吃也没有。', '短评打分': 5}
{'短评内容': '交通方便，大堂宏伟，就餐方便。但入住人需要自付停车费不合理。', '短评打分': 5}
{'短评内容': '房内干净，服务快速，交通方便。就是早餐过于简单', '短评打分': 5}
{'短评内容': '挺干净的。大床房价钱和标间一样，却小很多。服务员比较冷淡服务也不到位。', '短评打分': 3}
{'短评内容': '房间比较小 但硬件还算可以 设施比较齐全 缺一面化妆用的放大镜子 交通靠南站还算方便 不过软件就不行了 服务不热情  早餐不够新鲜 一度发现餐厅里一个服务员都没有 真是自助服务啊 ', '短评打分': 1}
{'短评内容': '新建的，大堂和客房设施新。二楼有中餐厅，用餐方便。房间偏小。', '短评打分': 5}
{'短评内容': '酒店设施还可以，离火车站很近，比较方便。', '短评打分': 5}
{'短评内容': '一直住的，交通方便，服务热情。关键是离我学校近啊。', '短评打分': 5}
{'短评内容': '这是我第二次入住，比上次的价钱要便宜，屋内感觉干净。', '短评打分': 5}
{'短评内容': '房间很干净，配套设施也很全，感觉枕头有点低，不是很舒服，', '短评打分': 5}
{'短评内容': '酒店不错，干净整洁，以后还会去', '短评打分': 3}
{'短评内容': '非常满意', '短评打分': 3}
{'短评内容': '位置不错，水与空调都很给力，早餐也很丰富。', '短评打分': 5}
{'短评内容': '很不错，房间设施齐备整洁，环境幽静，价格适中，早餐也还不错', '短评打分': 5}
{'短评内容': '价格不错，位置也还好，但开车来有点问题。', '短评打分': 5}
{'短评内容': '满意，房间比较精致舒适。性价比高，值得推荐。', '短评打分': 5}
{'短评内容': '酒店的房间环境很好，空间也很宽敞，尤其值得一提的是早餐很丰盛~~', '短评打分': 5}
{'短评内容': '综合指标很不错,在浦西是一家不错的商务酒店:干净安静房间很舒适.下次还会入住.', '短评打分': 5}
{'短评内容': '很不错的酒店，距离地铁很近。房间也舒服。就是价格高了点。', '短评打分': 5}
{'短评内容': '上海南站附近不错的一家酒店，价格合理，随便住住', '短评打分': 5}
{'短评内容': '刚入住感觉卫生不错，可是里面装修的味道太大了，会中毒的......仔细感受一下再说。', '短评打分': 5}
{'短评内容': '环境不错', '短评打分': 3}
{'短评内容': '房屋设施还行，就是地毯较脏，其他还ok。', '短评打分': 5}
{'短评内容': '位置不错，前台效率也很好。下次来还住这里。。', '短评打分': 5}
{'短评内容': '+满意', '短评打分': 5}
{'短评内容': '要求个浴袍，被三个部门推来推去。房间还可以，床不大舒服。', '短评打分': 5}
{'短评内容': '服务生比较呆，不机灵。房间一般。靠马路一边的房子还是比较吵的，一定要订到靠学校一边才好些', '短评打分': 3}
{'短评内容': '+酒店很干净，去世博方便!', '短评打分': 5}
{'短评内容': '服務一般', '短评打分': 5}
{'短评内容': '+ 床单不干净, 好想血, 不是很满意... 服务态度还行', '短评打分': 5}
{'短评内容': '总的来说，还好，就是价格有点贵，宽带收费，较贵', '短评打分': 5}
{'短评内容': '交通方便。', '短评打分': 5}
{'短评内容': '整体还行，服务态度也还蛮好，就是价位有点高', '短评打分': 5}
{'短评内容': '对外挂四星级，但服务还跟不上。地毯较脏。', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '我订的是一温馨房，所有的设施极差，还要470大洋，还是一板床，响得不得了，房间又小。卫生设施又简陋。', '短评打分': 1}
{'短评内容': '酒店大堂有点气派，位置也可以，房价再低点就可以了', '短评打分': 5}
{'短评内容': '为了给其他用户提供更有价值的意见，请您发表20个字以上的点评', '短评打分': 5}
{'短评内容': '18点前退房竟然要收一天房费，另外入住后还有服务员敲门，确定是否进客，管理脱节', '短评打分': 1}
{'短评内容': '在酒店入住期间把同行朋友的Canon相机放在，大堂副理的桌子上了。出去办事时发现遗忘物品。给前台打电话，立即给我转接到礼宾部。与大堂工作人员交涉后找到我遗失的相机。态度十分好让我办完事随时回酒店去取。非常感谢酒店人员热诚、周到、贴心的服务。可能世博上海的酒店总体的水平提高了。就是价格应该在便宜一些。性价比就更高了。顺便说一下，早餐还错。就是应该把早餐，餐厅的氛围做的更明快些，另外，在多增加些麦片品', '短评打分': 3}
{'短评内容': '先期不知什么原因房型给错了，我的客人不是很满意。其他的凑合吧', '短评打分': 5}
{'短评内容': '上海的酒店,\u3000没法说，\u3000一个字,\u3000差.\u3000这种酒店，在别的城市里就２００元封顶了.\u3000真的恨这个ＳＢ会.\u3000', '短评打分': 1}
{'短评内容': 'This is one of the worst hotels I have stayed at for RMB890 a night. To my opinion, it can only be valued to the standards of RMB300. I am a frequent visitor to China staying at 3-4 stars rated hotels', '短评打分': 1}
{'短评内容': '+差、价格偏离价值', '短评打分': 5}
{'短评内容': '餐厅应该装修的更明亮些。大堂应该扩大客人休息区。', '短评打分': 5}
{'短评内容': '就是太贵了，性价比不高，世博会期间吧可能', '短评打分': 5}
{'短评内容': '房间很小,属临时房,不能上网,这种特价房470元不值.都是世博搞的.', '短评打分': 5}
{'短评内容': '还可以，下次还会考虑入住', '短评打分': 5}
{'短评内容': '出行很方便，很好找。', '短评打分': 5}
{'短评内容': '酒店总体还好，就是价格较高。', '短评打分': 3}
{'短评内容': '酒店总体还好，就是价格有点高。', '短评打分': 5}
{'短评内容': '酒店还不错，房间很舒适。', '短评打分': 3}
{'短评内容': '房间不错，床很好。', '短评打分': 5}
{'短评内容': '整体还可以', '短评打分': 5}
{'短评内容': '酒店房间比较大，里面的床比较软比较舒服。酒店服务还是比较可以。地理位置也不错。', '短评打分': 5}
{'短评内容': '这个酒店的位置是非常不错的，总的来讲是这个区域最高档的酒店了。临近华东理工大学，并且离火车南站也不算很远的，还可以吧。\r\n但是就是价格稍微高了一点，其实并不是服务很好的酒店。我住的是温馨房，便宜是便宜，屋内设施太差劲了。而且尤其是地上有很多水迹，估计平时我是不会住的，哈哈哈。', '短评打分': 5}
{'短评内容': '吃饭不方便 不知道怎么回事，那天酒店餐厅和2楼的音乐之声都满了', '短评打分': 3}
{'短评内容': '房间太小', '短评打分': 5}
{'短评内容': '离南站稍远，早餐丰富', '短评打分': 5}
{'短评内容': '性价比不高！', '短评打分': 3}
{'短评内容': '性价比超低！', '短评打分': 1}
{'短评内容': '离上海火车南站挺近的', '短评打分': 5}
{'短评内容': '服务一般，房间太小', '短评打分': 3}
{'短评内容': '硬件还不错，就是服务员训练还不够娴熟', '短评打分': 5}
{'短评内容': '酒店在周边来说算是不错的了！', '短评打分': 5}
{'短评内容': '酒店还好，离火车南站很近，如果早晨去南站，建议选择这个酒店，', '短评打分': 5}
{'短评内容': '还不错！', '短评打分': 5}
{'短评内容': '酒店靠近南站，打的比较方便，酒店房间设施一般，房价偏高，走廊有异味。', '短评打分': 5}
{'短评内容': '主要是看中里华理比较近，酒店各项设施只能算是中规中矩，价格也稍嫌贵了些，估计是附近没有同类型酒店竞争的缘故吧。', '短评打分': 5}
{'短评内容': '吃饭很不方便 酒店内餐厅很多空位子，却说吃饭还要预约 room service也说要等很久', '短评打分': 3}
{'短评内容': '吃饭很不方便 不管酒店内餐厅还是音乐之声都满了', '短评打分': 1}
{'短评内容': '号称四星级，价格高，但房间设施差，给人东西陈旧感觉。早餐品种少。', '短评打分': 1}
{'短评内容': '就是房间小了点,其他还行.', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '酒店还不错，但就它的价位来说不值得推荐', '短评打分': 1}
{'短评内容': '日本人开的，电梯很快', '短评打分': 5}
{'短评内容': '该酒店外环境差，紧靠马路噪音非常大，晚上空调可能关了房间很热。\r\n就地段、环境及条件而言价位过高。\r\n最不能容忍得是住店还要收停车费，奉劝您千万别住这样的酒店。', '短评打分': 1}
{'短评内容': '酒店的卫生条件和硬件条件都还可以，位置也算是不错的，就是他们酒店的停车场，即使是住酒店的客人停车也要另收费，我觉得这个不好。', '短评打分': 3}
{'短评内容': '住宿停车也要收费太不合理。', '短评打分': 3}
{'短评内容': '停车还要收费，不能接受。', '短评打分': 1}
